IP;BAN_DATE;UNBAN_DATE;REASON
37.55.165.215;1467796142;1468400943;"Брутфорс атака на сайт gulyaem.biz/Brute force attack on site gulyaem.biz"
37.55.183.161;1468017602;1468104004;"Паразитный трафик на сайт lvtel.org.ua / Parasite traffic on site lvtel.org.ua"
37.57.0.227;1468013402;1468099816;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.57.42.201;1467815582;1468420382;"Брутфорс атака на сайт green-world.net/Brute force attack on site green-world.net"
37.57.110.14;1467134702;1469726703;"Паразитный трафик на сайт vaccines-congress.com / Parasite traffic on site vaccines-congress.com"
37.57.114.207;1466425204;1469017205;"Паразитный трафик на сайт zakaz-mikroavtobusa.dp.ua / Parasite traffic on site zakaz-mikroavtobusa.dp.ua"
37.57.231.113;1468058521;1468144922;"Брутфорс атака на сайт fengshuibuy.com/Brute force attack on site fengshuibuy.com"
37.57.231.118;1467397261;1469989261;"Брутфорс атака на сайт xn----7sbqldprbrfejdd6m.xn--p1ai/Brute force attack on site xn----7sbqldprbrfejdd6m.xn--p1ai"
37.57.231.134;1467389402;1469981402;"Брутфорс атака на сайт xn----7sbqldprbrfejdd6m.xn--p1ai/Brute force attack on site xn----7sbqldprbrfejdd6m.xn--p1ai"
37.57.231.204;1465713481;1468305481;"Брутфорс атака на сайт xn----7sbqldprbrfejdd6m.xn--p1ai/Brute force attack on site xn----7sbqldprbrfejdd6m.xn--p1ai"
37.58.126.34;1468041902;1468128302;"Брутфорс атака на сайт aikihikari.com/Brute force attack on site aikihikari.com"
37.59.4.25;1467918363;1468523165;"Паразитный трафик на сайт nsau.km.ua / Parasite traffic on site nsau.km.ua"
37.59.8.137;1468018862;1468105265;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
37.59.9.128;1468026542;1468112946;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
37.59.10.63;1467726962;1468331762;"Брутфорс атака на сайт yemek.ru/Brute force attack on site yemek.ru"
37.59.13.53;1468026542;1468112946;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
37.59.31.70;1468062843;1468667645;"Паразитный трафик на сайт stomatolog.ternopil.ua / Parasite traffic on site stomatolog.ternopil.ua"
37.59.46.67;1467982442;1470574444;"Паразитный трафик на сайт ret.org.ua / Parasite traffic on site ret.org.ua"
37.59.55.38;1468047542;1468133944;"Паразитный трафик на сайт evgeniygluzd.com / Parasite traffic on site evgeniygluzd.com"
37.59.56.224;1467246301;1469838301;"Брутфорс атака на сайт autopokupon.ru/Brute force attack on site autopokupon.ru"
37.59.118.5;1465797602;1468389602;"Брутфорс атака на сайт zerkalka.com.ua/Brute force attack on site zerkalka.com.ua"
37.59.119.16;1468047002;1468651804;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
37.59.145.28;1467839522;1468444323;"Паразитный трафик на сайт game.smilewolf.net / Parasite traffic on site game.smilewolf.net"
37.59.149.200;1466081342;1468673342;"Паразитный трафик на сайт vtiger.ezmedix.com.ua / Parasite traffic on site vtiger.ezmedix.com.ua"
37.61.238.8;1467918396;1468523196;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.72.188.62;1468025162;1468111562;"Брутфорс атака на сайт avon-baranova.ru/Brute force attack on site avon-baranova.ru"
37.72.191.68;1467915783;1468520583;"Брутфорс атака на сайт ziedudizains.lv/Brute force attack on site ziedudizains.lv"
37.72.191.130;1468062242;1468667042;"Брутфорс атака на сайт avon-baranova.ru/Brute force attack on site avon-baranova.ru"
37.72.191.135;1468032962;1468119362;"Брутфорс атака на сайт avon-baranova.ru/Brute force attack on site avon-baranova.ru"
37.73.250.225;1468017602;1468104003;"Паразитный трафик на сайт lvtel.org.ua / Parasite traffic on site lvtel.org.ua"
37.75.215.172;1468025102;1468111504;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.76.84.164;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.76.190.31;1468049281;1468135684;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.78.245.232;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.99.14.177;1467993302;1468079704;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.99.66.147;1468061222;1468147624;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.99.78.164;1468034942;1468121344;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.105.23.67;1468025222;1468111624;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.105.72.228;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.106.171.170;1467995162;1468081564;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.106.215.22;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.107.183.146;1468054323;1468140725;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.113.154.29;1467997802;1468084204;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.115.105.111;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.115.107.67;1468023962;1468110365;"Паразитный трафик на сайт sapiostudio.com / Parasite traffic on site sapiostudio.com"
37.115.150.177;1468047422;1468133826;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.120.178.18;1467561842;1468166642;"Брутфорс атака на сайт yermilovcentre.org/Brute force attack on site yermilovcentre.org"
37.122.122.146;1467997802;1468084203;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.122.179.6;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.123.98.43;1468051742;1468138144;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.126.142.149;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.128.107.134;1467999662;1468604465;"Паразитный трафик на сайт ret.org.ua / Parasite traffic on site ret.org.ua"
37.130.227.133;1467931202;1470523203;"Брутфорс атака на сайт eco-landshaft.com.ua/Brute force attack on site eco-landshaft.com.ua"
37.135.118.225;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.139.100.231;1468034822;1468121224;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.145.160.227;1467997802;1468084203;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.146.127.149;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.150.1.11;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.150.1.108;1468049281;1468135684;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.150.1.125;1468034942;1468121344;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.150.34.48;1468054323;1468140725;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.150.110.58;1468054323;1468140725;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.150.131.51;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.151.0.184;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.151.62.136;1467980582;1468066984;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.151.196.16;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.154.39.36;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.157.108.205;1468055883;1468142285;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.157.117.5;1468006081;1468092484;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.157.142.7;1468005123;1468091524;"Брутфорс атака на сайт gt-nrg.com/Brute force attack on site gt-nrg.com"
37.157.216.92;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.157.219.218;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.157.222.59;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.186.79.95;1465669861;1468261862;"Паразитный трафик на сайт wp.infosvit.if.ua / Parasite traffic on site wp.infosvit.if.ua"
37.186.113.223;1467993302;1468079705;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.187.19.134;1467873481;1468478284;"Паразитный трафик на сайт about-soccer.ru / Parasite traffic on site about-soccer.ru"
37.187.33.238;1467962103;1468566906;"Паразитный трафик на сайт yardim.com.ua / Parasite traffic on site yardim.com.ua"
37.187.56.91;1468022222;1468108624;"Паразитный трафик на сайт evgeniygluzd.com / Parasite traffic on site evgeniygluzd.com"
37.187.72.8;1467965882;1468570684;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.187.75.8;1467998882;1468603682;"Брутфорс атака на сайт elvynna.com/Brute force attack on site elvynna.com"
37.187.75.90;1467136262;1469728262;"Брутфорс атака на сайт autopokupon.ru/Brute force attack on site autopokupon.ru"
37.187.75.173;1468052042;1468138444;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
37.187.90.170;1466810762;1469402762;"Брутфорс атака на сайт archery.org.ua/Brute force attack on site archery.org.ua"
37.187.100.127;1468007822;1468094224;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.187.135.60;1467812762;1468417565;"Паразитный трафик на сайт e-optika.com.ua / Parasite traffic on site e-optika.com.ua"
37.187.171.167;1467332942;1469924942;"Брутфорс атака на сайт trans-imperia.com.ua/Brute force attack on site trans-imperia.com.ua"
37.187.173.13;1467985982;1468590784;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
37.187.225.218;1467999662;1468086065;"Паразитный трафик на сайт ret.org.ua / Parasite traffic on site ret.org.ua"
37.187.250.66;1467507242;1468112042;"Брутфорс атака на сайт androprog.ru/Brute force attack on site androprog.ru"
37.187.250.184;1467841321;1468446124;"Паразитный трафик на сайт about-soccer.ru / Parasite traffic on site about-soccer.ru"
37.187.252.112;1466359621;1468951621;"Брутфорс атака на сайт bti-online.in.ua/Brute force attack on site bti-online.in.ua"
37.187.253.133;1468023962;1468110365;"Паразитный трафик на сайт sapiostudio.com / Parasite traffic on site sapiostudio.com"
37.188.72.122;1468027322;1468113724;"Брутфорс атака на сайт krasok.in.ua/Brute force attack on site krasok.in.ua"
37.190.37.28;1468017781;1468104184;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.191.0.103;1467741782;1470333782;"Паразитный трафик на сайт xn----7sbaabay6do6bgb4ktb.kh.ua / Parasite traffic on site xn----7sbaabay6do6bgb4ktb.kh.ua"
37.191.47.52;1468025222;1468111624;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.200.65.35;1467987541;1468592344;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.200.76.97;1468034942;1468121344;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.201.193.72;1468035422;1468121824;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.202.112.239;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.203.69.160;1468066442;1468152844;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.203.70.200;1468004522;1468090924;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.203.93.177;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.203.95.21;1467990182;1468076584;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.203.127.3;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.203.209.26;1467851641;1468456442;"Брутфорс атака на сайт devchachie-igri.ru/Brute force attack on site devchachie-igri.ru"
37.204.219.165;1467986461;1468072863;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.205.10.79;1467830522;1468435324;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.205.84.123;1467980582;1468066984;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.210.51.206;1468012802;1468099202;"Брутфорс атака на сайт ukrtechcom.com/Brute force attack on site ukrtechcom.com"
37.210.86.221;1468025041;1468111444;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.210.142.193;1467991322;1468077722;"Брутфорс атака на сайт teplodar.info/Brute force attack on site teplodar.info"
37.211.19.215;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.211.24.179;1468011121;1468097525;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.211.40.21;1468041182;1468127582;"Брутфорс атака на сайт ukrtechcom.com/Brute force attack on site ukrtechcom.com"
37.212.4.23;1468061222;1468147624;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.212.38.131;1468004522;1468090924;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.212.55.149;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.212.129.235;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.212.156.139;1468020423;1468106829;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.212.211.121;1468065542;1468151944;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.212.211.253;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.212.233.117;1468034822;1468121224;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.212.241.6;1468054323;1468140725;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.212.243.139;1468060022;1468146424;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.214.8.174;1467993542;1468079943;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.214.49.9;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.214.62.186;1468012441;1468098845;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.214.91.128;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.214.103.19;1467999062;1468085466;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.214.142.157;1468018263;1468104665;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.214.144.232;1468013402;1468099816;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.214.153.123;1468007043;1468093445;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.214.174.213;1468061222;1468147624;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.214.193.238;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.214.214.21;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.214.217.135;1467986222;1468072624;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.214.218.205;1467983762;1468070164;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.214.228.90;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.3.179;1468066442;1468152844;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.215.6.67;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.16.31;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.35.82;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.40.19;1468065542;1468151944;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.215.58.156;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.81.220;1468011121;1468097525;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.215.89.109;1468004522;1468090924;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.215.92.153;1468059062;1468145464;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.215.108.100;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.118.19;1468059242;1468145644;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.215.134.122;1467988350;1468074752;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.215.174.202;1468025041;1468111444;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.215.189.70;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.218.158.125;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.218.168.93;1468007043;1468093445;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.218.184.110;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.219.16.23;1468059062;1468145464;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.221.176.76;1467995162;1468081564;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.228.90.39;1467767403;1468372207;"Паразитный трафик на сайт comp.itpc.net.ua / Parasite traffic on site comp.itpc.net.ua"
37.229.19.249;1468023962;1468110365;"Паразитный трафик на сайт sapiostudio.com / Parasite traffic on site sapiostudio.com"
37.229.131.158;1465671422;1468263423;"Паразитный трафик на сайт zabor-r.ru / Parasite traffic on site zabor-r.ru"
37.229.167.232;1468066442;1468152844;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.230.108.2;1467918363;1468523165;"Паразитный трафик на сайт nsau.km.ua / Parasite traffic on site nsau.km.ua"
37.230.108.17;1468051742;1468656544;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.231.30.244;1468025222;1468111624;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.231.125.233;1467986461;1468072863;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.231.224.142;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.231.239.58;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.232.16.254;1467381781;1469973781;"Паразитный трафик на сайт winn-style.su / Parasite traffic on site winn-style.su"
37.232.37.96;1467999062;1468085466;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.232.61.80;1467993302;1468079704;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.232.68.217;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.233.27.188;1467877802;1468482604;"Паразитный трафик на сайт h2o.aist.in / Parasite traffic on site h2o.aist.in"
37.233.57.250;1468005123;1468091524;"Брутфорс атака на сайт gt-nrg.com/Brute force attack on site gt-nrg.com"
37.235.1.57;1466450102;1469042102;"Брутфорс атака на сайт sofiika.com.ua/Brute force attack on site sofiika.com.ua"
37.235.211.129;1467990722;1468077122;"Подбор паролей по FTP на сервер RS2 / Brute force passwords using FTP on server RS2"
37.236.160.42;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.236.164.110;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.236.190.22;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.93.167;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.176.10;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.176.56;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.184.149;1468012022;1468098426;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.237.184.196;1467990182;1468076584;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.237.184.203;1467986222;1468072624;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.237.186.9;1467983762;1468070164;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.237.186.26;1468004522;1468090924;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.237.212.53;1468064703;1468151105;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.237.216.30;1468012441;1468098845;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.237.232.100;1467980882;1468067284;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.237.242.10;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.242.17;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.237.242.33;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.238.138.14;1468018383;1468104785;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.238.146.62;1468018383;1468104785;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.238.164.85;1468006081;1468092484;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.238.164.91;1468053302;1468139704;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.238.192.25;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.238.192.32;1468007043;1468093445;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.238.192.94;1467980882;1468067284;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
37.239.68.29;1468018383;1468104785;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.239.120.88;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.239.120.198;1468004162;1468090564;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.239.120.209;1468055883;1468142285;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
37.239.126.18;1468017781;1468104184;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
37.239.126.24;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.239.126.39;1468053302;1468139704;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
37.239.248.27;1468047422;1468133826;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.239.248.35;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.244.178.103;1467999062;1468085466;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
37.247.103.236;1468026542;1468631346;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
37.247.104.148;1466850902;1469442902;"Брутфорс атака на сайт ua-simpsons.ru/Brute force attack on site ua-simpsons.ru"
37.247.107.109;1467959702;1468564504;"Паразитный трафик на сайт xn--2-ctbffp1c.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn--2-ctbffp1c.xn--80adi0aoagldk8i.pp.ua"
37.247.114.34;1467841321;1468446124;"Паразитный трафик на сайт about-soccer.ru / Parasite traffic on site about-soccer.ru"
37.248.29.129;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.248.153.37;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
37.250.20.202;1467988350;1468074751;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
38.108.92.131;1467300482;1469892482;"Брутфорс атака на сайт pdf.pp.ua/Brute force attack on site pdf.pp.ua"
39.32.11.167;1468059062;1468145464;"Паразитный трафик на сайт buygoodwine.com.ua / Parasite traffic on site buygoodwine.com.ua"
39.32.13.50;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.13.171;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.16.130;1467995162;1468081564;"Паразитный трафик на сайт coral-club24.com / Parasite traffic on site coral-club24.com"
39.32.20.4;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.28.168;1468007043;1468093445;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
39.32.48.116;1468005783;1468092185;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
39.32.48.169;1468047422;1468133826;"Паразитный трафик на сайт pomidor.ua / Parasite traffic on site pomidor.ua"
39.32.147.237;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.159.61;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.171.180;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.206.70;1468000802;1468087205;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
39.32.219.151;1468013402;1468099816;"Паразитный трафик на сайт evsigneev.com / Parasite traffic on site evsigneev.com"
39.32.239.153;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.250.218;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.32.253.11;1468025041;1468111443;"Паразитный трафик на сайт geo-sintetika.pl / Parasite traffic on site geo-sintetika.pl"
39.33.16.108;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.33.21.3;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
39.33.23.252;1467988327;1468074739;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
